3649	1
6643	2
6641	3
48	4
6638	5
7259	6
72	7
7331	8
7096	9
6700	10
3671	11
7116	12
7097	13
6716	14
6639	15
7825	16
3645	17
6660	18
3340	19
1471	20
3778	21
7102	22
3491	23
7776	24
7098	25
6723	26
6661	27
6652	28
6697	29
8032	30
6685	31
8033	32
6909	33
6662	34
3672	35
6663	36
25	37
3809	38
3557	39
7607	40
3630	41
3492	42
3850	43
3654	44
2864	45
1254	46
8025	47
7855	48
6690	49
7011	50
6664	51
6655	52
7279	53
1604	54
4102	55
7141	56
4898	57
498	58
6665	59
7345	60
6809	61
308	62
1258	63
796	64
785	65
7904	66
6646	67
6666	68
3495	69
116	70
520	71
1268	72
196	73
611	74
308	75
6921	76
8008	77
8077	78
7829	79
7375	80
25	81
68	82
114	83
114	84
114	85
114	86
114	87
114	88
114	89
114	90
114	91
114	92
68	93
114	94
114	95
68	96
308	97
1821	98
114	99
114	100
114	101
114	102
114	103
531	104
269	105
749	106
1279	107
114	108
114	109
68	110
114	111
114	112
114	113
70	114
1244	115
80	116
170	117
984	118
191	119
88	120
6910	121
794	122
7093	123
6658	124
6653	125
34	126
7278	127
3025	128
3297	129
7976	130
55	131
4013	132
6892	133
2581	134
8024	135
6645	136
621	137
621	138
621	139
3	140
355	141
355	142
7762	143
270	144
6647	145
14	146
3341	147
8020	148
6669	149
7881	150
498	151
7882	152
8062	153
6648	154
7777	155
6644	156
6670	157
6911	158
7216	159
7346	160
3342	161
8027	162
3667	163
8035	164
6912	165
7856	166
6499	167
3673	168
7296	169
1380	170
4128	171
3343	172
4123	173
6659	174
7317	175
6913	176
3349	177
7423	178
6671	179
2993	180
6893	181
7115	182
8036	183
6672	184
7434	185
4116	186
7843	187
7311	188
8037	189
7347	190
7343	191
753	192
7977	193
3674	194
3344	195
7998	196
6649	197
4100	198
6673	199
6674	200
6618	201
6696	202
7309	203
3643	204
8019	205
356	206
8012	207
7117	208
55	209
6667	210
3293	211
3496	212
6668	213
929	214
4900	215
356	216
3357	217
2697	218
1731	219
7318	220
6676	221
3402	222
6677	223
6678	224
4118	225
7095	226
3675	227
7883	228
2896	229
1838	230
6675	231
2006	232
7480	233
55	234
7584	235
3310	236
2340	237
7246	238
929	239
3780	240
356	241
144	242
3345	243
6679	244
55	245
6650	246
3948	247
6680	248
6681	249
6686	250
356	251
6640	252
6682	253
28	254
6651	255
55	256
7112	257
2910	258
7297	259
7327	260
2045	261
34	262
6914	263
3346	264
7844	265
7905	266
101	267
7298	268
3347	269
2283	270
2807	271
6683	272
4115	273
170	274
7884	275
7328	276
2616	277
3348	278
55	279
7778	280
3	281
6721	282
6915	283
55	284
3493	285
3493	286
3296	287
7132	288
7901	289
3676	290
1775	291
3677	292
56	293
7994	294
498	295
6684	296
2512	297
2129	298
7899	299
7608	300
448	301
1933	302
40	303
772	304
600	305
203	306
203	307
203	308
146	309
146	310
661	311
2051	312
5407	313
291	314
