108	577	16	69.57
109	192	56	217.21
5871	12	4	17.04
101	2337	4	9.89
2018	101	6	17.94
9641	3711	3	59.97
4095	109	6	42.9
8	5549	5	28.22
102	1581	11	46.41
1914	216	8	88.38
422	231	8	59.41
12	1387	11	33.72
1206	102	10	33.38
186	8	246	1276.95
256	445	17	160.91
8	926	12	35.49
103	564	5	4
115	2530	8	60.01
141	1257	5	35.79
1185	14	8	8.43
169	188	16	87.18
3599	9	10	66.8
9837	5801	3	63.3
115	2875	3	16.36
130	13895	3	36.4
7393	14	5	26.86
13893	14	3	16.11
106	366	103	740.44
1283	1473	3	37.78
220	181	4	14.06
12104	9702	3	72.86
127	3082	3	21.49
8	4846	8	58.38
821	107	3	5.65
12	2918	3	6.06
103	1463	4	8.79
200	14636	3	43.02
1297	328	6	63.65
452	703	6	59.29
1207	122	3	13.93
445	2311	4	46.91
1894	8934	3	55.33
2681	996	10	164.94
640	1806	3	34.53
3900	9	8	48.86
164	125	6	7.77
176	122	6	8.23
115	1336	8	46.39
112	5692	7	68.22
742	3794	3	40.45
106	1537	3	8.03
111	617	4	7.91
613	515	7	71.28
108	1106	6	22.94
4721	10447	3	61.4
2338	104	7	36.25
6437	106	4	27.73
956	829	6	72.83
321	446	4	28.16
57	9	149	368.31
195	1482	3	23.49
105	756	5	10.37
107	477	4	5.09
115	2052	17	157.64
104	3198	4	18.49
1015	140	4	24.46
187	238	7	34.32
108	10948	3	23.58
3304	118	7	60.16
154	2388	3	23.98
363	1372	3	28.26
11042	2680	3	57.42
3285	827	5	73.18
452	669	6	58.54
183	183	80	734.67
8291	113	5	49.22
575	103	5	4.16
8	7644	4	24.24
101	2821	5	16.65
130	2983	13	150.68
7364	13203	3	70.63
190	562	3	16.31
102	1306	16	74.57
103	1438	20	117.3
265	691	9	83.91
8	12512	3	21.89
115	863	12	67.45
4020	102	3	10.52
2780	14	6	13.31
9356	105	3	21.53
233	743	5	39.48
107	269	164	1280.28
1050	16	37	385.93
597	1023	20	289.23
157	224	5	17.62
102	3211	3	8.84
12241	180	3	41.63
6628	12	3	11.69
125	274	5	11.6
129	1225	3	15.9
5303	8	7	45.11
384	332	6	45.97
3993	14	5	13.7
1952	9	3	5.74
3107	405	13	212.78
1511	135	7	56.48
456	1494	5	56.22
178	128	22	92.04
1443	255	3	25.78
3763	14	7	23.74
12	2310	3	4.69
306	126	6	18.3
7072	12	3	11.69
120	5780	3	24.21
1063	1356	9	130.63
479	103	9	12.1
3549	14	8	28.26
2193	105	3	9.85
7407	9	3	15.41
12	1350	5	7.27
8	562	70	429.42
1131	140	3	17.47
625	332	3	22.38
7379	106	3	19.81
127	555	4	15.31
101	7331	3	14.47
13945	9	3	22.03
127	4760	3	24.92
1347	396	3	28.87
103	12551	3	23.26
141	3331	3	24.98
1549	103	6	18.79
469	446	3	22.04
115	7220	3	24.07
107	5230	7	59.21
5074	160	6	72.28
2200	14	7	14.29
109	554	6	13.99
2589	8982	3	57.42
3239	102	6	27.19
332	16	11	44.48
117	363	3	4.47
3746	101	3	8.67
12	5491	4	17.04
10042	3957	3	60.64
1949	702	5	65.36
220	519	5	34.49
101	1925	5	12.58
396	103	8	6.94
1264	150	25	290.42
2344	102	3	6.9
1381	106	3	7.46
765	332	5	45.05
101	1184	6	11.24
101	7790	3	14.47
5691	14	4	12.35
127	3315	4	32.08
102	1366	5	10.9
1884	106	6	27.6
209	121	6	11.34
1866	1430	3	40.04
3937	107	3	15.86
416	332	6	47.18
108	3448	7	49.27
106	2129	3	10
456	8420	4	61.25
4732	8	8	52.16
1823	104	12	71.33
125	10809	3	30.07
437	241	5	33.44
882	9	51	374.81
8	9560	4	29.19
106	1176	3	6.5
859	685	37	609.51
3409	101	5	19.26
1398	104	16	94.64
111	217	52	227.36
2	7508	3	31.44
240	140	3	6.65
495	179	100	1392.74
119	870	20	151.79
117	105	780	4233.45
855	784	27	423.99
107	873	3	5.94
1153	14	8	8.09
203	1907	11	128.67
115	259	218	2155.22
131	9398	3	31.91
639	102	5	4.16
1345	2891	3	42.9
108	658	3	4.48
106	7815	4	30.34
7994	14	4	16.62
1755	2745	3	44.26
105	1871	4	14.28
6022	12	4	17.04
101	1900	3	4.71
12	1769	6	13.93
8408	9	4	24.43
10462	14	3	11.76
5813	121	3	24.79
12	5193	3	9.57
3646	103	5	23.85
128	7732	5	59.83
120	1303	13	102.19
1297	395	5	53.3
2314	279	3	29.94
123	14	906	3157.85
8	7349	5	36.49
8	1670	25	182.48
6518	5180	6	137.4
194	2522	3	26.8
951	102	4	4.58
6365	5123	3	58.45
705	315	8	76.97
1998	14	11	31.43
143	211	6	19.06
466	102	15	28.97
269	108	9	12.84
109	5346	3	17.65
1075	113	23	170.56
1436	102	9	31.56
429	14	63	179.15
456	570	3	23.75
10	1124	8	57.28
1269	101	17	73.37
8	3585	11	80.28
1111	122	3	13.44
10	824	11	77.98
14702	9	3	22.03
127	728	6	31.66
727	4715	3	41.78
8478	12885	3	70.63
115	6176	3	22.5
108	3259	7	47.65
108	1528	16	111.68
118	4964	3	22.2
2127	4465	3	48.99
1010	310	3	24.97
116	1461	5	27.42
885	12	8	11.68
228	462	5	33.23
705	277	3	21.8
703	310	4	32.47
12	11949	3	19.78
12	5997	5	24.75
487	1685	11	150.55
813	4069	3	41.86
101	4105	3	9.29
8656	14	4	16.62
315	480	6	47.84
1359	12	8	18.58
8	1961	13	67.39
101	4272	3	9.99
3031	101	6	23.53
414	2236	3	32.44
5886	14	4	12.35
770	1001	9	116.87
771	2302	3	37.42
349	117	4	7.53
2101	170	4	35.31
141	801	4	22.62
531	104	13	38.13
130	9110	4	48.54
162	572	3	15.08
609	332	3	22.14
13	8140	3	35.98
1739	8567	3	52.54
6402	103	3	15.06
103	6065	5	30.47
1333	2282	6	92.19
1172	12	9	20.41
101	2896	3	7.2
4547	14	5	15.06
425	1143	23	329.87
6353	9	5	31.37
5397	179	4	45.96
222	3447	4	43.56
5841	102	3	13.03
3066	8	10	56.44
8	4301	8	52.16
179	385	20	164.66
125	1544	6	40.18
3180	366	6	78.57
103	4576	4	18.85
8	1423	30	218.99
967	102	12	38.44
1986	8	21	153.28
2827	104	7	39.49
1779	573	3	33.4
8	272	38	86.16
1238	14	10	15.37
1887	4822	7	135.09
8	2505	11	58.52
2497	103	3	8
462	101	10	9.17
137	298	3	7.54
9120	432	4	65.77
116	1879	8	57.47
9978	13903	3	72.86
141	497	15	107.57
260	2489	10	128.57
104	584	15	52.41
9334	103	3	18.8
7122	14	4	14.13
3837	103	10	70.87
1068	301	3	25.11
282	223	61	666.25
107	10246	4	37.27
2592	12	3	5.32
12	6016	3	10.52
12023	8	3	21.89
103	870	22	100.99
127	1108	7	46.28
191	342	3	13.06
12	694	15	31.58
211	708	8	68.03
1650	107	3	9.79
125	378	3	6.43
1166	422	14	181.61
1414	133	3	17.76
103	7447	4	26.05
103	9687	3	18.8
1555	105	3	7.8
834	160	4	25.76
1122	101	14	48.98
13308	14	3	16.11
111	579	3	4.2
1591	102	11	46.41
7458	101	5	35.14
143	107	16	9.35
330	317	12	103.4
5916	9	5	28.45
4150	9	9	59.66
2881	449	3	34.96
116	648	38	312.17
1642	14	10	21.33
119	1071	3	11.94
9494	150	4	52.61
3093	1674	3	44.97
2744	899	5	72.22
2654	12	4	9.29
9659	9	3	17.59
111	880	7	26.66
2538	172	3	26.07
118	7999	3	26.03
3147	4015	10	219.73
116	2059	5	31.5
386	2463	6	75.15
9982	12	3	15.36
514	1624	26	445.36
12	1398	4	4.57
220	642	14	135.53
107	9864	3	23.47
125	3384	4	30.86
10633	239	4	59.76
430	203	15	126.94
4943	9	6	35.18
6964	8	3	13.73
102	1770	3	5.33
1657	101	6	15.28
636	14	27	54.57
219	1662	6	60.71
12	2486	6	18.32
991	7712	4	68.84
126	376	4	11.34
6614	102	3	14.22
1286	14	6	4.49
7967	120	5	56.24
2274	104	3	9.91
434	102	29	88.76
104	1759	4	13.21
4889	121	3	23.78
1523	911	4	50.17
5967	636	4	60.16
108	8115	3	21.37
108	3400	3	14.73
121	2048	5	34.27
452	681	4	35.72
12	2212	8	27.72
102	2043	3	6.04
3793	12	4	12.48
7166	8	5	31.13
121	1321	5	29.33
1163	125	3	13.95
940	107	10	44.78
8721	660	4	65.06
3519	12	3	6.97
103	2410	7	31.65
9205	150	4	52.61
396	558	5	43.13
1064	123	13	98.66
122	298	4	8.19
5568	14	3	7.12
483	104	10	22.31
102	1359	19	99.27
157	2953	4	36.99
193	109	151	928.63
131	177	9	23.8
102	5225	6	35.89
511	103	9	13.37
6653	1001	3	47
523	12	49	195.11
553	899	3	28.51
724	109	3	5.05
697	104	62	501.93
128	238	91	761.05
6071	14	3	7.12
447	164	3	13.37
825	310	6	56.15
11655	9	3	22.03
111	605	7	20.65
644	1382	9	120.7
2032	12	3	3.91
12837	9	3	22.03
146	460	3	11.61
652	185	30	325.66
2753	14	9	29
301	16	9	30.1
331	593	6	52.42
8539	14	3	9.67
12400	9	3	22.03
326	1747	4	41.57
104	894	3	4.32
111	2014	5	24.86
889	213	44	606.06
101	8353	3	14.47
8	11655	3	21.89
201	187	5	18.73
104	5148	3	15.27
1049	246	3	23.46
739	129	3	12.65
755	172	4	26.05
12503	475	3	49.94
959	172	5	37.63
8	4369	9	65.68
159	126	93	610.45
12	1735	9	28.73
1770	1620	3	40.68
140	9285	4	51.13
4639	101	4	16.05
12	224	51	87.55
192	268	11	68.84
912	10578	3	50.29
223	2772	3	29.15
1304	106	5	16.76
8827	179	3	37.13
297	8658	5	77.52
2348	105	4	15.97
3424	14	4	7.34
645	161	4	23.6
892	252	3	22.51
15058	14	3	16.11
1049	518	5	54
3366	101	5	19.26
118	725	14	86.06
683	4418	4	58.05
7725	475	5	83.33
103	14340	3	23.26
1351	104	3	6.6
119	227	11	31.22
2694	133	5	42.88
644	513	3	25.68
434	697	3	24.98
323	1495	7	78.4
5175	14	3	6.24
106	7977	3	19.81
857	474	3	26.91
246	2054	3	28.14
1447	14	30	161.16
221	108	14	24.53
8	5475	7	51.08
9238	12	3	15.36
8	1604	22	138.46
126	423	7	29.01
524	1635	3	32.13
102	122	56	12
127	865	7	41.97
103	835	21	92.04
931	101	9	19.28
1196	133	3	16.63
661	433	6	57.84
1034	3908	5	79.05
106	3432	9	66.06
111	959	5	16.72
591	2605	3	36.26
10349	8	4	29.19
118	2043	3	15.67
1119	113	37	348.83
6609	107	3	19.69
10569	160	3	36.12
14210	101	3	21.08
2279	9	18	132.23
12311	568	3	51.4
985	133	3	15.28
475	2430	16	260.79
2185	260	5	53.8
9675	9	3	17.59
121	684	5	21.91
350	8305	5	79.84
103	1071	19	91.62
103	254	85	358.34
5932	9	3	12.68
2113	14	7	13.54
12	4807	3	9.57
2016	701	4	50.22
577	101	13	23.54
445	10469	4	65.97
7219	133	3	30.43
105	7199	4	29.69
10997	14	4	21.49
4761	124	3	23.98
117	478	19	105.96
112	8031	5	48.73
10683	1496	4	77.57
125	11137	4	46.09
1661	102	8	28.5
143	287	5	18.33
13963	4579	3	65.9
112	1027	44	429.3
432	118	3	5.68
403	517	3	22.17
10510	14	4	21.49
8270	315	3	40.21
8	8873	3	17.45
2758	3740	3	49.45
1370	2232	3	40.87
109	407	37	195.78
137	2352	4	31.28
111	5296	3	18.08
166	1661	6	54.15
2264	328	5	57.81
3906	8	7	39.03
1158	135	13	115.44
119	3022	3	18.64
3945	14	9	41.98
104	128	48	45.65
107	778	3	5.38
6100	149	3	29.71
5243	14	4	10.96
8	8900	4	29.19
406	197	51	563.73
3151	3018	3	48.76
3399	14	3	3.89
567	1173	6	70.23
4201	14	3	4.89
103	227	87	340.48
8	3104	8	41.32
223	3461	4	43.62
256	140	3	7.06
1601	344	19	271.91
8716	8	3	15.27
815	9	8	15.56
10288	2464	4	82.29
1883	104	5	19.74
4887	442	5	71.84
4688	14	3	5.5
2983	4126	3	50.59
523	204	28	291.54
1923	12	7	19.77
325	12039	3	47.33
2218	502	6	77.31
102	11063	4	29.86
2030	688	3	35.55
146	145	14	47.08
11137	103	3	18.8
130	13804	3	36.4
109	1793	4	16.62
108	1908	11	72.61
673	12	27	88.88
3686	7932	3	57.74
915	1980	8	119.07
3747	14	4	8.05
1129	241	14	159.97
5958	2	3	28.61
270	128	3	5.23
8	13727	3	21.89
7896	9	4	24.43
105	4298	3	14.7
200	5030	7	94.44
10601	9	3	17.59
7508	12395	3	70.63
758	446	3	25.66
1718	103	6	20.28
8	5514	3	12.54
101	602	10	14.22
3046	14	4	6.15
182	1059	6	49.26
2404	4616	5	90.86
12	5936	3	10.52
1501	103	4	8.79
8	2539	7	29.63
101	3734	3	8.67
102	143	35	15.18
10	919	16	131.65
7589	103	3	16.61
10	617	12	78.09
216	5013	4	47.46
12	1152	5	5.87
2937	12	5	15.4
102	3441	5	21.37
4393	57	3	26.58
849	105	3	4.26
120	5866	3	24.21
3621	129	4	34.15
130	2135	3	19.57
12277	422	3	49.15
12	509	14	18.27
8251	14	3	9.67
9417	103	3	18.8
6776	14	3	8.22
139	813	35	373.18
2900	9	14	102.84
1364	415	7	80.96
110	5958	6	50.62
1678	11732	3	59.01
854	579	3	28.58
199	964	3	20.84
130	8690	3	29.68
5575	121	3	24.79
842	14	53	284.76
324	14	36	37.79
6331	923	3	46.6
108	1099	3	7.44
2582	441	5	62.55
1124	319	4	37.25
1387	101	4	5.9
130	338	7	28.35
12	2474	5	13.28
2631	3175	13	281.65
287	122	10	36.71
387	832	7	72.06
8	5544	4	19.79
186	101	29	18.29
245	1106	3	23.71
16	928	48	540.74
2525	12	5	13.28
102	176	41	53.73
4109	383	10	162.03
112	4515	6	47.06
115	2533	7	50.01
3543	104	3	12.47
108	799	4	9.44
111	892	7	26.94
12067	9460	3	72.86
1528	101	5	10.25
3571	103	4	16.88
115	2876	3	16.36
1042	14	17	37.28
2636	1539	4	59.88
437	160	3	12.88
9838	788	4	71.73
104	7026	3	17.48
104	607	6	10.99
107	245	18	43.43
671	14	13	10.96
12397	14	3	16.11
6122	357	6	90.52
115	1787	9	61.74
119	242	5	8.12
5794	8	5	28.22
4020	14	3	4.89
801	3375	5	73.82
2140	116	3	15.56
108	499	55	376.76
111	861	5	15.53
2808	105	14	114.04
1033	9749	3	51.1
1791	111	3	11.11
108	826	3	5.84
414	3045	4	48.62
2004	710	21	377.98
10573	318	3	42.55
710	946	3	30.74
3290	14	5	10.66
407	109	16	55.99
445	189	6	37.14
2364	4727	3	49.68
3125	116	4	27.12
3985	1116	9	163.66
107	1053	5	16.63
295	519	4	28.86
6302	12	4	18.89
3533	14	5	11.54
680	1345	3	32.77
8	3956	7	39.03
1296	103	5	11.86
13166	9	3	22.03
3619	1129	5	79.07
103	7588	4	26.05
102	210	24	24.15
130	4153	4	35.11
2970	8	8	39.58
2376	1818	4	60.52
757	111	3	5.74
1707	4667	3	47.55
1990	869	4	52.19
8747	14	3	11.76
1234	137	5	34.28
128	823	14	105.43
6438	472	4	58.99
3656	107	9	73.47
105	567	6	10.71
57	12	88	83.3
4465	1706	5	86.44
540	103	8	11.46
12885	4092	3	65.14
107	2207	5	24.95
104	874	3	4.13
4137	14	4	8.87
8064	8656	4	90.83
1821	447	5	58.43
105	3573	4	20.43
434	117	15	72.79
101	1505	11	39.9
2742	171	6	62.85
1088	9	15	58.55
181	337	45	440
122	283	4	7.91
578	1904	10	142.4
1506	3267	3	44.02
4478	14	6	21.19
2396	317	11	150.82
101	2587	3	6.43
2134	14	5	6.48
1107	103	7	18.55
211	527	9	71.81
3649	101	5	20.34
101	977	5	5.99
1598	12	4	5.46
530	292	4	28.87
105	1949	5	20.7
1246	160	12	117.74
8080	14	3	9.67
404	2592	3	33.43
116	1551	11	82.17
843	500	53	922.48
118	176	119	798.95
4358	12	4	14.39
200	7176	3	34.71
108	4124	4	24.07
2208	13	13	161.75
1222	14	17	44.21
115	1254	3	10.85
6570	101	3	12.95
103	1381	30	223.85
5332	12	5	22.61
5226	1518	4	66.79
104	8360	3	19.04
126	184	51	295.9
1504	105	3	7.4
12	558	19	39.1
11119	8	4	29.19
12	2153	5	11.61
115	8793	4	41.04
894	301	4	34.25
103	242	84	339.62
319	120	19	95.22
8	3091	13	94.88
216	257	4	18.43
122	245	4	6.54
1327	113	33	325.12
2376	1328	5	74.48
5868	12	3	10.52
4102	12	4	13.37
6867	14	3	8.22
2618	241	5	54.94
203	640	42	512.46
919	464	5	50.99
104	2334	4	15.6
2367	104	5	21.95
104	343	13	26.2
1313	14	28	123.05
108	1180	5	18.06
540	450	3	23.24
104	1246	4	10.27
473	216	88	1212.86
108	4782	7	59.47
368	378	3	19.37
101	3452	3	8.13
1848	101	6	16.79
666	1853	3	34.78
123	1733	3	16.57
218	4587	3	32.62
127	4037	4	33.88
2489	140	5	43.37
6682	8	6	43.79
8	1798	23	167.88
103	1139	8	24.16
103	2202	19	147.32
102	104	1129	2945.68
103	475	54	271.43
1979	6442	4	72.75
127	192	8	19.43
3616	14	3	4.35
9984	8	4	29.19
2980	113	8	59.72
111	8378	3	21.89
8725	4227	3	58.41
3098	101	13	91.36
224	585	3	18.51
7050	1403	5	91.02
102	14019	3	22.4
4983	14	5	16.7
107	1038	6	21.85
1663	104	3	7.98
649	111	6	17.16
113	190	115	667.5
535	106	6	10.61
1123	103	7	19.26
3795	14	3	4.35
4394	500	9	151.6
4036	14	6	19.33
210	130	12	45.52
101	866	14	40.11
545	310	4	29.91
129	274	3	5.89
8	2277	18	131.38
256	109	10	15.46
5270	14	7	31.71
9823	14	3	11.76
3306	14	6	16.44
2281	101	5	14.65
216	224	4	16.95
103	271	20	29.7
115	8820	4	41.04
12	5350	3	9.57
840	340	4	35.21
1256	109	5	19.04
116	1510	3	13.47
500	1094	32	507.48
111	2380	3	12.98
8276	257	3	38.58
3120	120	7	60.85
4563	14	8	36.83
7901	130	3	29.68
13	2297	6	62.57
2308	8	11	56.59
1551	130	4	26
8	9482	4	29.19
5098	14	4	10.96
3842	101	4	14.11
2813	8	9	45.81
1762	104	14	87.69
265	582	8	69.14
21	57	8	59.84
467	104	8	14.06
10278	14	3	11.76
5584	14	3	7.12
413	189	49	525.57
109	310	12	27.51
768	12	9	12.72
110	1294	3	8.45
11714	1975	3	60.13
115	1413	9	55.96
267	1997	15	203.58
7397	6492	4	88.2
121	4061	3	22.16
2533	133	6	53.19
101	593	12	20.55
102	1688	3	5.12
667	1960	20	348.03
8	7364	3	15.27
1988	103	4	11.27
2495	14	5	7.95
6683	790	5	84.35
4244	14	6	19.33
6289	9	6	44.07
102	1056	10	30.11
128	2280	15	163.41
12335	103	3	23.26
8	2738	4	12.37
635	2034	3	35.03
1375	172	5	41.83
2280	14	7	15.1
539	413	5	43.07
1492	1919	4	56.71
5521	4294	5	103.08
572	103	5	4.16
3660	8	4	15.14
974	2078	8	121.17
564	109	10	33.39
115	7208	3	24.07
8269	781	4	66.73
116	1410	24	228.78
8	6427	4	21.66
1566	12	6	12.55
1022	8152	3	48.72
102	852	9	21.03
245	429	3	17
211	1361	4	34.1
125	6053	3	25.03
1675	103	12	58.96
2411	9125	3	57.01
3581	328	3	34.52
2620	257	15	219.85
8453	14	3	9.67
2664	110	3	12.97
491	113	104	1026.95
411	10505	3	44.51
115	8734	4	41.04
12	6091	4	17.04
101	1471	4	6.35
161	125	11	24.37
3889	9	10	73.46
255	361	5	32.05
868	102	6	9.83
8	6450	3	13.73
115	11207	3	30.78
101	6916	3	12.95
8	7607	5	36.49
103	8267	4	26.05
14071	14	3	16.11
1205	1746	3	38.62
103	1537	3	5.24
106	8403	3	19.81
624	2121	3	35.18
1399	102	10	36.69
382	8	138	996.83
